Date,City,Country,Event,HillSize,RaceType,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,Length1,Length2,Points,Age,Exp
2013-02-02,Sapporo,Japan,World Cup,100,Normal,0,2013,9,L,18,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",78.5,,13.0,21.932922655715263,17
2013-02-03,Sapporo,Japan,World Cup,100,Normal,0,2013,10,L,25,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",91.0,80.0,6.0,21.935660506502394,18
2013-02-10,Zao,Japan,World Cup,100,Normal,0,2013,12,L,13,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",82.5,86.5,20.0,21.95482546201232,20
2013-02-10,Zao,Japan,World Cup,100,Normal,0,2013,11,L,16,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",79.5,86.5,15.0,21.95482546201232,19
2013-02-16,Ljubno,Slovenia,World Cup,95,Normal,0,2013,13,L,17,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",76.0,76.0,14.0,21.971252566735114,21
2013-02-17,Ljubno,Slovenia,World Cup,95,Normal,0,2013,14,L,8,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",84.0,84.5,32.0,21.973990417522245,22
2013-03-15,Trondheim,Norway,World Cup,105,Normal,0,2013,16,L,20,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",91.5,92.5,11.0,22.04517453798768,23
2013-03-17,Holmenkollen,Norway,World Cup,134,Large,0,2013,17,L,29,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",108.5,114.5,2.0,22.050650239561943,24
2014-01-11,Sapporo,Japan,World Cup,100,Normal,0,2014,6,L,39,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",75.5,,81.6,22.872005475701574,25
2014-01-12,Sapporo,Japan,World Cup,100,Normal,0,2014,7,L,42,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",69.5,,69.6,22.874743326488705,26
2014-01-25,Planica,Slovenia,World Cup,95,Normal,0,2014,10,L,20,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",84.0,88.0,11.0,22.910335386721425,27
2014-01-26,Planica,Slovenia,World Cup,95,Normal,0,2014,11,L,31,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",84.0,,86.9,22.913073237508556,28
2014-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2014,12,L,24,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",75.5,76.0,7.0,22.929500342231346,29
2014-02-02,Hinzenbach,Austria,World Cup,94,Normal,0,2014,13,L,26,Anja Tepes,Slovenia,102,1991-02-27T00:00:00.000000,0,"",77.0,73.0,5.0,22.93223819301848,30
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,12,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",86.5,89.0,179.7,30.308008213552363,1
2012-02-04,Hinzenbach,Austria,World Cup,94,Normal,0,2012,6,L,16,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",82.5,,15.0,31.249828884325805,2
2012-02-05,Hinzenbach,Austria,World Cup,94,Normal,0,2012,7,L,23,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",78.0,84.5,8.0,31.252566735112936,3
2012-02-11,Ljubno,Slovenia,World Cup,95,Normal,0,2012,8,L,16,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",80.0,77.5,15.0,31.26899383983573,4
2012-02-12,Ljubno,Slovenia,World Cup,95,Normal,0,2012,9,L,15,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",80.0,79.0,16.0,31.27173169062286,5
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,11,L,12,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",89.5,,22.0,31.326488706365502,6
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,10,L,16,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",91.5,81.5,15.0,31.326488706365502,7
2012-03-04,Zao,Japan,World Cup,100,Normal,0,2012,12,L,14,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",93.5,81.5,18.0,31.329226557152634,8
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,24,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",87.0,94.0,7.0,31.342915811088297,9
2012-11-24,Lillehammer,Norway,World Cup,100,Normal,0,2013,1,L,37,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",88.5,,102.8,32.054757015742645,10
2012-12-08,Sochi,Russia,World Cup,106,Normal,0,2013,2,L,43,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",83.5,,82.8,32.09308692676249,11
2012-12-09,Sochi,Russia,World Cup,106,Normal,0,2013,3,L,40,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",84.5,,87.5,32.09582477754962,12
2012-12-14,Ramsau,Austria,World Cup,98,Normal,0,2013,4,L,43,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",73.0,,83.7,32.10951403148528,13
2013-02-02,Sapporo,Japan,World Cup,100,Normal,0,2013,9,L,36,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",75.0,,77.2,32.24640657084189,14
2013-02-10,Zao,Japan,World Cup,100,Normal,0,2013,11,L,30,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",77.0,79.0,1.0,32.26830937713895,15
2014-01-03,Chaikovsky,Russia,World Cup,106,Normal,0,2014,4,L,33,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",82.5,,82.7,33.163586584531146,16
2014-01-04,Chaikovsky,Russia,World Cup,106,Normal,0,2014,5,L,32,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",88.5,,94.4,33.16632443531827,17
2014-01-11,Sapporo,Japan,World Cup,100,Normal,0,2014,6,L,42,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",78.0,,77.3,33.1854893908282,18
2014-01-18,Zao,Japan,World Cup,100,Normal,0,2014,8,L,24,Yoshiko Yoshiizumi,Japan,103,1980-11-04T00:00:00.000000,0,"",79.0,,7.0,33.204654346338124,19
2014-01-11,Sapporo,Japan,World Cup,100,Normal,0,2014,6,L,49,Mizuki Yamaguchi,Japan,104,1993-08-17T00:00:00.000000,0,"",68.0,,64.0,20.40246406570842,1
2014-01-18,Zao,Japan,World Cup,100,Normal,0,2014,8,L,40,Mizuki Yamaguchi,Japan,104,1993-08-17T00:00:00.000000,0,"",73.0,,67.2,20.421629021218344,2
2014-01-18,Zao,Japan,World Cup,100,Normal,0,2014,8,L,42,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",74.0,,61.5,17.76865160848734,1
2016-01-16,Sapporo,Japan,World Cup,100,Normal,0,2016,4,L,38,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",76.5,,79.0,19.761806981519506,2
2017-01-14,Sapporo,Japan,World Cup,100,Normal,0,2017,7,L,29,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",76.5,84.0,2.0,20.758384668035593,3
2017-01-15,Sapporo,Japan,World Cup,100,Normal,0,2017,8,L,31,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",76.5,,78.9,20.761122518822724,4
2017-01-20,Zao,Japan,World Cup,106,Normal,0,2017,9,L,31,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",80.5,,76.6,20.774811772758383,5
2017-01-21,Zao,Japan,World Cup,106,Normal,0,2017,10,L,24,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",82.0,81.0,7.0,20.777549623545518,6
2018-01-13,Sapporo,Japan,World Cup,100,Normal,0,2018,6,L,15,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",87.0,85.5,16.0,21.754962354551676,7
2018-01-14,Sapporo,Japan,World Cup,100,Normal,0,2018,7,L,29,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",80.0,76.0,2.0,21.757700205338807,8
2018-01-19,Zao,Japan,World Cup,106,Normal,0,2018,8,L,27,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",81.0,82.0,4.0,21.77138945927447,9
2018-01-21,Zao,Japan,World Cup,106,Normal,0,2018,10,L,26,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",82.5,80.0,5.0,21.776865160848732,10
2018-03-03,Rasnov,Romania,World Cup,97,Normal,0,2018,14,L,33,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",76.5,,79.0,21.88911704312115,11
2018-03-04,Rasnov,Romania,World Cup,97,Normal,0,2018,15,L,34,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",79.5,,80.3,21.89185489390828,12
2018-03-25,Oberstdorf,Germany,World Cup,106,Normal,0,2018,18,L,31,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",86.0,,78.2,21.949349760438057,13
2018-11-30,Lillehammer,Norway,World Cup,98,Normal,0,2019,1,L,32,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",72.0,,76.6,22.63381245722108,14
2018-12-01,Lillehammer,Norway,World Cup,98,Normal,0,2019,2,L,39,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",78.0,,89.2,22.636550308008214,15
2018-12-15,Prémanon,France,World Cup,90,Normal,0,2019,4,L,36,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",75.0,,94.1,22.67488021902806,16
2018-12-16,Prémanon,France,World Cup,90,Normal,0,2019,5,L,37,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",70.0,,85.9,22.677618069815196,17
2019-01-12,Sapporo,Japan,World Cup,137,Large,0,2019,6,L,26,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",103.0,98.5,5.0,22.751540041067763,18
2019-01-13,Sapporo,Japan,World Cup,137,Large,0,2019,7,L,32,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",88.5,,40.6,22.754277891854894,19
2019-01-18,Zao,Japan,World Cup,102,Normal,0,2019,8,L,34,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",72.0,,63.8,22.767967145790553,20
2020-01-11,Sapporo,Japan,World Cup,137,Large,0,2020,4,L,31,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",104.5,,79.5,23.748117727583846,21
2020-01-17,Zao,Japan,World Cup,102,Normal,0,2020,6,L,35,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",75.0,,58.7,23.76454483230664,22
2021-12-11,Klingenthal,Germany,World Cup,140,Large,0,2022,6,L,25,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,6.0,25.66461327857632,23
2021-12-31,Ljubno,Slovenia,World Cup,94,Normal,0,2022,8,L,44,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,92.7,25.71937029431896,24
2022-01-01,Ljubno,Slovenia,World Cup,94,Normal,0,2022,9,L,30,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,1.0,25.72210814510609,25
2022-02-25,Hinzenbach,Austria,World Cup,90,Team Normal,1,2022,13,L,4,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,2,5,78.0,77.5,746.1,25.872689938398356,26
2022-02-26,Hinzenbach,Austria,World Cup,90,Normal,0,2022,14,L,34,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,77.9,25.87542778918549,27
2022-02-27,Hinzenbach,Austria,World Cup,90,Normal,0,2022,15,L,32,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,77.2,25.87816563997262,28
2022-03-02,Lillehammer,Norway,World Cup,140,Large,0,2022,16,L,24,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,7.0,25.88637919233402,29
2022-03-03,Lillehammer,Norway,World Cup,140,Large,0,2022,17,L,29,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,2.0,25.88911704312115,30
2022-03-05,Holmenkollen,Norway,World Cup,134,Large,0,2022,18,L,27,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,4.0,25.894592744695412,31
2022-03-06,Holmenkollen,Norway,World Cup,134,Large,0,2022,19,L,31,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,68.0,25.897330595482547,32
2022-03-12,Oberhof,Germany,World Cup,100,Normal,0,2022,20,L,29,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,2.0,25.913757700205338,33
2022-03-13,Oberhof,Germany,World Cup,100,Normal,0,2022,21,L,34,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,84.5,25.91649555099247,34
2023-01-07,Sapporo,Japan,World Cup,137,Large,0,2023,10,L,27,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,4.0,26.7378507871321,35
2023-01-13,Zao,Japan,World Cup,102,Normal,0,2023,12,L,32,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,86.2,26.754277891854894,36
2024-01-13,Sapporo,Japan,World Cup,134,Large,0,2024,9,L,23,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,8.0,27.753593429158112,37
2024-01-14,Sapporo,Japan,World Cup,134,Large,0,2024,10,L,24,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,7.0,27.756331279945243,38
2024-01-19,Zao,Japan,World Cup,102,Normal,0,2024,11,L,39,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,74.2,27.770020533880903,39
2024-03-01,Lahti,Finland,World Cup,130,Large,0,2024,19,L,21,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,10.0,27.88501026694045,40
2024-03-09,Holmenkollen,Norway,World Cup,134,Large,0,2024,20,L,18,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,13.0,27.906913073237508,41
2024-03-10,Holmenkollen,Norway,World Cup,134,Large,0,2024,21,L,28,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,3.0,27.90965092402464,42
2024-03-12,Trondheim,Norway,World Cup,100,Normal,0,2024,22,L,30,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,1.0,27.915126625598905,43
2024-11-24,Lillehammer,Norway,World Cup,140,Large,0,2025,2,L,34,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,58.5,28.618754277891856,44
2025-01-18,Sapporo,Japan,World Cup,134,Large,0,2025,10,L,24,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,7.0,28.76933607118412,45
2025-01-19,Sapporo,Japan,World Cup,134,Large,0,2025,11,L,27,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",,,4.0,28.772073921971252,46
2026-01-20,Zao,Japan,World Cup,102,Normal,0,2026,19,L,42,Haruka Iwasa,Japan,105,1996-04-12T00:00:00.000000,0,"",0.0,0.0,56.3,29.7741273100616,1
2014-01-25,Planica,Slovenia,World Cup,95,Normal,0,2014,10,L,41,Charlotte Mitchell,Canada,106,1994-08-23T00:00:00.000000,0,"",80.5,,82.4,19.425051334702257,1
2014-01-26,Planica,Slovenia,World Cup,95,Normal,0,2014,11,L,39,Charlotte Mitchell,Canada,106,1994-08-23T00:00:00.000000,0,"",80.5,,77.1,19.42778918548939,2
2014-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2014,12,L,35,Charlotte Mitchell,Canada,106,1994-08-23T00:00:00.000000,0,"",69.0,,74.5,19.444216290212182,3
2014-02-02,Hinzenbach,Austria,World Cup,94,Normal,0,2014,13,L,41,Charlotte Mitchell,Canada,106,1994-08-23T00:00:00.000000,0,"",65.0,,64.6,19.446954140999317,4
2014-01-03,Chaikovsky,Russia,World Cup,106,Normal,0,2014,4,L,41,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",76.0,,65.7,19.091033538672143,1
2014-01-04,Chaikovsky,Russia,World Cup,106,Normal,0,2014,5,L,43,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",79.5,,76.2,19.093771389459274,2
2014-01-25,Planica,Slovenia,World Cup,95,Normal,0,2014,10,L,43,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",78.0,,78.9,19.151266255989047,3
2014-01-26,Planica,Slovenia,World Cup,95,Normal,0,2014,11,L,47,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",74.5,,59.5,19.15400410677618,4
2014-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2014,12,L,39,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",64.0,,63.3,19.170431211498972,5
2014-02-02,Hinzenbach,Austria,World Cup,94,Normal,0,2014,13,L,44,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",62.5,,56.3,19.173169062286107,6
2014-03-01,Rasnov,Romania,World Cup,100,Normal,0,2014,15,L,41,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",63.5,,45.6,19.247091033538673,7
2014-03-02,Rasnov,Romania,World Cup,100,Normal,0,2014,16,L,41,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",62.5,,42.4,19.249828884325805,8
2019-03-16,Nizhny Tagil,Russia,World Cup,97,Normal,0,2019,25,L,38,Stefaniya Nadymova,Russia,107,1994-12-01T00:00:00.000000,0,"",71.0,,68.9,24.28747433264887,9
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,36,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",72.0,,55.6,16.42984257357974,1
2011-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2012,1,L,37,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",82.0,,96.5,17.19917864476386,2
2012-02-04,Hinzenbach,Austria,World Cup,94,Normal,0,2012,6,L,23,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",81.5,,8.0,17.371663244353183,3
2012-02-05,Hinzenbach,Austria,World Cup,94,Normal,0,2012,7,L,25,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",84.5,83.5,6.0,17.374401095140314,4
2012-02-11,Ljubno,Slovenia,World Cup,95,Normal,0,2012,8,L,21,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",77.5,80.0,10.0,17.39082819986311,5
2012-02-12,Ljubno,Slovenia,World Cup,95,Normal,0,2012,9,L,34,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",72.0,,83.3,17.39356605065024,6
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,35,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",84.5,,83.6,17.464750171115675,7
2014-01-03,Chaikovsky,Russia,World Cup,106,Normal,0,2014,4,L,42,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",76.5,,64.3,19.28542094455852,8
2014-01-04,Chaikovsky,Russia,World Cup,106,Normal,0,2014,5,L,44,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",74.5,,66.6,19.28815879534565,9
2014-01-25,Planica,Slovenia,World Cup,95,Normal,0,2014,10,L,45,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",77.0,,78.3,19.345653661875428,10
2014-01-26,Planica,Slovenia,World Cup,95,Normal,0,2014,11,L,42,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",76.5,,71.1,19.34839151266256,11
2014-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2014,12,L,41,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",61.5,,60.6,19.364818617385353,12
2014-02-02,Hinzenbach,Austria,World Cup,94,Normal,0,2014,13,L,43,Lucie Mikova,Czechia,108,1994-09-21T00:00:00.000000,0,"",63.0,,60.5,19.367556468172484,13
2014-01-25,Planica,Slovenia,World Cup,95,Normal,0,2014,10,L,46,Marie Hoyau,France,109,1997-03-12T00:00:00.000000,0,"",76.0,,76.5,16.87337440109514,1
2014-01-26,Planica,Slovenia,World Cup,95,Normal,0,2014,11,L,44,Marie Hoyau,France,109,1997-03-12T00:00:00.000000,0,"",77.0,,67.7,16.876112251882272,2
2009-02-20,Liberec,Czechia,World Championship,100,Normal,0,2009,1,L,26,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",59.5,72.0,113.0,14.847364818617384,1
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,17,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",91.5,82.0,176.4,16.859685147159478,2
2011-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2012,1,L,14,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",88.0,86.0,18.0,17.6290212183436,3
2012-01-07,Hinterzarten,Germany,World Cup,108,Normal,0,2012,2,L,31,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",84.5,,86.5,17.724845995893222,4
2012-01-08,Hinterzarten,Germany,World Cup,108,Normal,0,2012,3,L,31,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",85.0,,89.4,17.727583846680357,5
2012-01-14,Predazzo,Italy,World Cup,106,Normal,0,2012,4,L,15,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",89.0,93.5,16.0,17.744010951403148,6
2012-01-15,Predazzo,Italy,World Cup,106,Normal,0,2012,5,L,19,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",93.0,91.5,12.0,17.74674880219028,7
2012-02-04,Hinzenbach,Austria,World Cup,94,Normal,0,2012,6,L,32,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",78.0,,91.5,17.801505817932924,8
2012-02-05,Hinzenbach,Austria,World Cup,94,Normal,0,2012,7,L,15,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",83.0,85.0,16.0,17.804243668720055,9
2012-02-11,Ljubno,Slovenia,World Cup,95,Normal,0,2012,8,L,32,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",73.0,,89.0,17.820670773442846,10
2012-02-12,Ljubno,Slovenia,World Cup,95,Normal,0,2012,9,L,24,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",79.5,72.0,7.0,17.82340862422998,11
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,10,L,26,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",84.5,79.5,5.0,17.87816563997262,13
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,11,L,25,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",80.5,,6.0,17.87816563997262,12
2012-03-04,Zao,Japan,World Cup,100,Normal,0,2012,12,L,38,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",74.5,,70.1,17.880903490759753,14
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,38,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",83.0,,78.0,17.894592744695412,15
2012-11-24,Lillehammer,Norway,World Cup,100,Normal,0,2013,1,L,22,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",90.0,89.5,9.0,18.60643394934976,16
2012-12-08,Sochi,Russia,World Cup,106,Normal,0,2013,2,L,20,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",92.5,91.5,11.0,18.64476386036961,17
2012-12-09,Sochi,Russia,World Cup,106,Normal,0,2013,3,L,17,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",91.0,93.5,14.0,18.647501711156742,18
2012-12-14,Ramsau,Austria,World Cup,98,Normal,0,2013,4,L,22,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",80.5,83.5,9.0,18.661190965092402,19
2013-02-16,Ljubno,Slovenia,World Cup,95,Normal,0,2013,13,L,36,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",69.5,,84.2,18.836413415468858,20
2013-02-22,Predazzo,Italy,World Championship,106,Normal,0,2013,15,L,10,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",92.5,90.0,203.2,18.85284052019165,21
2013-03-15,Trondheim,Norway,World Cup,105,Normal,0,2013,16,L,27,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",90.5,85.5,4.0,18.910335386721425,22
2013-12-07,Lillehammer,Norway,World Cup,100,Normal,0,2014,1,L,39,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",85.0,,105.0,19.641341546885695,23
2013-12-21,Hinterzarten,Germany,World Cup,108,Normal,0,2014,2,L,35,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",87.5,,98.7,19.679671457905545,24
2013-12-22,Hinterzarten,Germany,World Cup,108,Normal,0,2014,3,L,13,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",96.0,91.5,20.0,19.682409308692677,25
2014-01-03,Chaikovsky,Russia,World Cup,106,Normal,0,2014,4,L,13,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",92.0,93.0,20.0,19.71526351813826,26
2014-01-04,Chaikovsky,Russia,World Cup,106,Normal,0,2014,5,L,10,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",91.5,97.5,26.0,19.718001368925393,27
2014-01-11,Sapporo,Japan,World Cup,100,Normal,0,2014,6,L,7,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",92.5,86.0,36.0,19.737166324435318,28
2014-01-12,Sapporo,Japan,World Cup,100,Normal,0,2014,7,L,19,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",83.0,83.0,12.0,19.73990417522245,29
2014-01-18,Zao,Japan,World Cup,100,Normal,0,2014,8,L,10,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",84.5,,26.0,19.756331279945243,30
2014-01-19,Zao,Japan,World Cup,100,Normal,0,2014,9,L,6,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",90.5,,40.0,19.759069130732374,31
2014-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2014,12,L,8,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",77.5,89.0,32.0,19.79466119096509,32
2014-02-02,Hinzenbach,Austria,World Cup,94,Normal,0,2014,13,L,3,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",86.5,88.5,60.0,19.797399041752225,33
2014-02-11,Sochi,Russia,Olympic Winter Games,106,Normal,0,2014,14,L,17,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",95.5,93.5,221.5,19.822039698836413,34
2014-03-01,Rasnov,Romania,World Cup,100,Normal,0,2014,15,L,6,Julia Kykkänen,Finland,11,1994-04-17T00:00:00.000000,0,"",88.5,92.0,40.0,19.871321013004792,35
